2752,2717,2742,1,T
876666,876657,876665,9,T
884404,884395,884412,9,T
793403,793401,793388,8,F
820605,820630,820613,9,T
251614,251623,251610,3,T
339106,339106,339107,4,F
244542,244567,244555,3,T
760886,760882,760881,8,F
880184,880154,880166,9,T
753625,753614,753616,8,T
976691,976707,976681,10,T
225132,225125,225125,3,F
660262,660268,660262,7,T
525505,525514,525508,6,T
461337,461342,461353,5,F
696268,696241,696275,7,T
693186,693157,693188,7,T
321538,321546,321546,4,F
401902,401873,401899,5,T
868126,868109,868109,9,F
148968,148975,148968,2,T
840678,840689,840673,9,T
454482,454466,454479,5,T
280534,280543,280538,3,T
558549,558580,558568,6,T
186095,186079,186089,2,T
242334,242345,242335,3,T
325282,325292,325292,4,F
603000,603037,603002,7,T
186902,186874,186884,2,T
176712,176693,176698,2,T
798363,798371,798356,8,T
426372,426329,426350,5,T
454950,454951,454964,5,F
162829,162849,162847,2,T
554254,554273,554261,6,T
213750,213761,213759,3,T
547828,547869,547857,6,T
533173,533173,533164,6,F
517755,517773,517771,6,T
454511,454507,454521,5,F
174232,174222,174226,2,T
98927,98920,98918,1,F
489517,489524,489517,5,T
511344,511342,511343,6,T
160858,160857,160854,2,F
229228,229244,229241,3,T
618574,618593,618562,7,T
646248,646277,646260,7,T
491660,491665,491656,5,T
943272,943273,943279,10,F
952947,952955,952955,10,F
844712,844726,844712,9,T
304609,304594,304599,4,T
478966,478965,478966,5,T
710882,710855,710885,8,T
887246,887233,887239,9,T
724785,724773,724793,8,T
744476,744471,744478,8,T
739703,739680,739690,8,T
484414,484426,484423,5,T
180280,180266,180273,2,T
436310,436279,436298,5,T
650822,650852,650838,7,T
177865,177854,177860,2,T
455367,455357,455370,5,T
556396,556433,556420,6,T
124966,124995,124980,2,T
54294,54296,54292,1,F
717780,717772,717797,8,F
398428,398404,398430,4,T
917637,917637,917649,10,F
70618,70626,70625,1,T
478803,478801,478802,5,T
30365,30355,30354,1,F
956036,956042,956039,10,T
650382,650408,650395,7,T
790585,790596,790583,8,T
181541,181538,181546,2,F
826924,826954,826937,9,T
194145,194135,194148,2,T
990225,990284,990237,10,T
186745,186737,186747,2,T
683469,683442,683460,7,T
181086,181086,181094,2,F
873441,873422,873427,9,T
106234,106209,106209,2,F
9753,9751,9766,1,F
486905,486904,486899,5,F
964114,964141,964130,10,T
657230,657242,657233,7,T
429094,429059,429080,5,T
257421,257440,257427,3,T
794078,794077,794063,8,F
75220,75221,75220,1,T
157871,157878,157875,2,T
786144,786171,786159,8,T
173054,173052,173055,2,T
618680,618702,618671,7,T
805656,805654,805641,9,F
455205,455192,455205,5,T
609244,609287,609253,7,T
969485,969519,969502,10,T
776043,776081,776072,8,T
404415,404396,404421,5,T
967650,967677,967662,10,T
48992,48988,48983,1,F
649714,649741,649727,7,T
372978,372967,372977,4,T
328649,328655,328655,4,F
895965,895958,895976,9,F
557790,557831,557819,6,T
567782,567838,567805,6,T
88622,88637,88637,1,F
944095,944103,944109,10,F
676866,676842,676852,7,T
449140,449134,449149,5,F
378997,378989,379002,4,T
465509,465521,465529,5,F
189974,189948,189960,2,T
771031,771050,771043,8,T
798698,798706,798692,8,T
792068,792090,792077,8,T
180005,179988,179994,2,T
116826,116841,116831,2,T
283951,283955,283953,3,T
162897,162912,162910,2,T
664031,664025,664023,7,F
225587,225576,225576,3,F
617329,617359,617327,7,T
310801,310805,310808,4,F
665648,665644,665644,7,F
434021,433989,434009,5,T
439307,439290,439309,5,T
697593,697574,697611,7,T
274782,274789,274781,3,T
835688,835706,835689,9,T
238639,238650,238640,3,T
312373,312375,312377,4,F
400156,400130,400156,5,T
395144,395116,395140,4,T
591171,591214,591182,6,T
774382,774411,774404,8,T
628035,628049,628022,7,T
939626,939630,939637,10,F
139097,139103,139081,2,F
870024,870006,870007,9,T
358875,358863,358866,4,T
307691,307683,307686,4,T
830756,830780,830763,9,T
264222,264257,264245,3,T
576989,577029,576996,6,T
16486,16473,16481,1,T
306942,306939,306943,4,T
62368,62385,62382,1,T
478122,478125,478126,5,F
659284,659302,659295,7,T
583843,583888,583856,6,T
846153,846170,846156,9,T
379416,379397,379411,4,T
313715,313725,313727,4,F
827921,827934,827916,9,T
998501,998501,998494,10,F
691942,691922,691951,7,T
481401,481413,481412,5,T
942933,942936,942942,10,F
190259,190231,190243,2,T
760692,760701,760699,8,T
176857,176846,176851,2,T
99932,99926,99923,1,F
740952,740946,740955,8,T
663363,663355,663352,7,F
506741,506754,506757,6,F
992767,992816,992766,10,T
817278,817283,817267,9,F
921996,922000,922012,10,F
966714,966736,966722,10,T
526397,526407,526401,6,T
960959,960970,960962,10,T
450432,450423,450438,5,T
898955,898940,898963,9,T
247196,247205,247192,3,T
200893,200888,200911,3,F
380775,380769,380784,4,F
757469,757466,757466,8,F
843543,843578,843563,9,T
969773,969804,969787,10,T
693352,693323,693354,7,T
124659,124700,124685,2,T
680686,680676,680691,7,T
333231,333235,333236,4,F
536863,536860,536851,6,F
181383,181377,181384,2,T
704377,704358,704393,8,T
983303,983347,983312,10,T
614221,614264,614231,7,T
356038,356017,356020,4,T
955997,956020,956017,10,T
145595,145584,145576,2,F
24698,24690,24692,1,T
801127,801118,801108,9,F
900712,900685,900692,10,T
146262,146255,146248,2,F
409325,409314,409339,5,F
863941,863917,863914,9,F
935312,935312,935321,10,F
814869,814871,814856,9,F
953584,953583,953582,10,F
316445,316459,316460,4,F
147122,147129,147122,2,T
259246,259251,259238,3,F
809974,809964,809950,9,F
752520,752527,752529,8,F
578687,578739,578705,6,T
699527,699493,699532,7,T
500759,500769,500777,6,F
919357,919360,919372,10,F
559274,559306,559294,6,T
572117,572163,572130,6,T
353278,353264,353266,4,T
723155,723146,723167,8,F
713659,713638,713666,8,T
365468,365458,365465,4,T
54534,54528,54523,1,F
561091,561126,561094,6,T
847556,847567,847553,9,T
710440,710409,710439,8,T
981344,981386,981353,10,T
811598,811585,811571,9,F
26754,26748,26748,1,F
770579,770598,770593,8,T
971557,971592,971573,10,T
678720,678719,678731,7,F
60055,60048,60045,1,F
763385,763397,763394,8,T
62175,62178,62175,1,T
661055,661057,661052,7,F
664217,664227,664225,7,T
796350,796355,796341,8,F
115712,115749,115740,2,T
423098,423074,423096,5,T
892638,892614,892628,9,T
754894,754889,754891,8,T
789460,789475,789462,8,T
292588,292587,292591,3,F
815640,815652,815636,9,T
698240,698208,698245,7,T
768651,768662,768657,8,T
234148,234163,234156,3,T
51349,51339,51334,1,F
613589,613614,613581,7,T
783470,783489,783479,8,T
290480,290496,290499,3,F
851832,851832,851821,9,F
856807,856806,856797,9,F
703514,703503,703539,8,F
129453,129472,129454,2,T
518637,518664,518661,6,T
272182,272206,272196,3,T
821460,821478,821461,9,T
876059,876045,876052,9,T
528577,528590,528583,6,T
627713,627719,627692,7,F
6895,6888,6907,1,F
264330,264341,264329,3,T
505518,505527,505531,6,F
524931,524947,524942,6,T
223582,223596,223598,3,F
624009,624023,623993,7,F
314425,314441,314443,4,F
262921,262937,262924,3,T
150220,150218,150212,2,F
858024,858032,858024,9,T
248299,248315,248303,3,T
423459,423424,423446,5,T
661348,661343,661339,7,F
10655,10651,10665,1,F
686096,686070,686091,7,T
112211,112226,112220,2,T
571638,571698,571665,6,T
53737,53736,53732,1,F
759273,759266,759266,8,F
998157,998162,998155,10,T
521523,521535,521531,6,T
504174,504184,504190,6,F
426837,426810,426832,5,T
687388,687360,687383,7,T
912588,912585,912596,10,F
220865,220879,220866,3,T
875825,875789,875796,9,T
603153,603198,603162,7,T
46347,46349,46344,1,F
311076,311082,311085,4,F
314263,314278,314279,4,F
147874,147870,147863,2,F
570788,570852,570818,6,T
343398,343383,343385,4,T
672968,672968,672974,7,F
221907,221933,221918,3,T
143139,143124,143116,2,F
982403,982449,982414,10,T
981399,981441,981409,10,T
17487,17476,17483,1,T
156378,156377,156373,2,F
510177,510174,510176,6,T
972398,972430,972410,10,T
921096,921106,921118,10,F
755357,755348,755349,8,T
718874,718852,718876,8,T
203514,203490,203507,3,T
281122,281117,281113,3,F
303556,303541,303546,4,T
827233,827249,827232,9,T
27005,26985,26986,1,T
610335,610366,610332,7,T
266835,266854,266843,3,T
74032,74038,74036,1,T
19808,19810,19815,1,F
294946,294938,294944,3,T
905261,905252,905262,10,T
664964,664964,664962,7,F
185816,185801,185811,2,T
741240,741231,741240,8,T
605753,605788,605753,7,T
679717,679694,679708,7,T
503321,503336,503342,6,F
435786,435766,435786,5,T
127947,127964,127947,2,T
676813,676789,676799,7,T
862546,862523,862518,9,F
875192,875166,875172,9,T
449219,449202,449217,5,T
985405,985440,985401,10,T
960373,960394,960386,10,T
117789,117823,117812,2,T
723017,722994,723015,8,T
471775,471791,471796,5,F
535611,535618,535609,6,T
550145,550176,550164,6,T
45981,45996,45991,1,T
26851,26826,26827,1,T
342638,342637,342639,4,F
602574,602628,602592,7,T
344422,344423,344425,4,F
200559,200551,200575,3,F
212947,212940,212939,3,F
878708,878687,878698,9,T
698600,698581,698619,7,F
103489,103468,103471,2,T
75884,75891,75890,1,T
586920,586964,586931,6,T
750912,750913,750917,8,F
869573,869558,869559,9,T
814655,814654,814639,9,F
27303,27276,27276,1,F
470266,470278,470284,5,F
862034,862014,862009,9,F
473212,473208,473212,5,T
277811,277816,277809,3,T
898741,898722,898745,9,T
425622,425586,425608,5,T
974684,974725,974701,10,T
511949,511953,511954,6,F
885500,885504,885523,9,F
737291,737271,737282,8,T
320659,320659,320660,4,F
809569,809568,809554,9,F
236825,236819,236811,3,F
932538,932531,932541,10,T
395937,395927,395951,4,F
179704,179697,179703,2,T
696794,696757,696793,7,T
221659,221671,221656,3,T
312600,312603,312605,4,F
575142,575211,575178,6,T
583748,583785,583752,6,T
611419,611465,611431,7,T
878760,878741,878752,9,T
743171,743177,743185,8,F
417070,417045,417068,5,T
708720,708681,708712,8,T
386993,386950,386969,4,T
375369,375358,375369,4,T
388890,388849,388868,4,T
751449,751459,751462,8,F
621250,621269,621239,7,T
224654,224663,224663,3,F
615799,615838,615806,7,T
482819,482819,482817,5,F
807899,807896,807883,9,F
292827,292844,292848,3,F
993276,993323,993272,10,T
107848,107831,107829,2,F
716933,716905,716930,8,T
283681,283682,283679,3,F
224103,224109,224110,3,F
289295,289289,289291,3,T
669096,669102,669104,7,F
233639,233658,233652,3,T
821992,821999,821982,9,F
922109,922113,922125,10,F
977078,977096,977070,10,T
854790,854792,854782,9,F
788197,788228,788216,8,T
70372,70391,70389,1,T
172524,172533,172536,2,F
882357,882335,882350,9,T
131716,131751,131732,2,T
954563,954574,954572,10,T
659511,659527,659520,7,T
298144,298122,298131,3,T
474196,474203,474206,5,F
875429,875397,875404,9,T
967371,967398,967384,10,T
299220,299218,299228,3,F
50500,50492,50487,1,F
951813,951830,951830,10,F
383288,383256,383272,4,T
829375,829390,829373,9,T
713144,713127,713156,8,T
338626,338613,338614,4,T
673322,673313,673320,7,T
749498,749506,749511,8,F
877350,877336,877345,9,T
675576,675556,675565,7,T
596886,596924,596893,6,T
407679,407674,407699,5,F
475229,475224,475227,5,T
100202,100201,100208,2,F
510993,510999,511000,6,F
901854,901841,901849,10,T
507691,507707,507710,6,F
511262,511248,511249,6,T
132786,132816,132797,2,T
811423,811413,811398,9,F
901025,901007,901015,10,T
616709,616741,616709,7,T
669756,669770,669773,7,F
249939,249950,249937,3,T
504283,504294,504299,6,F
94276,94274,94273,1,F
360741,360748,360753,4,F
460619,460618,460629,5,F
542249,542245,542234,6,F
120095,120122,120110,2,T
425778,425747,425769,5,T
377199,377191,377204,4,T
717338,717329,717354,8,F
303701,303695,303700,4,T
982959,983007,982972,10,T
590364,590393,590361,6,T
449820,449808,449823,5,T
862557,862554,862550,9,F
762828,762838,762835,8,T
406086,406069,406094,5,T
63693,63722,63720,1,T
420036,420007,420030,5,T
504628,504636,504641,6,F
849595,849623,849610,9,T
940751,940749,940756,10,F
874644,874642,874648,9,F
999131,999146,999138,10,T
584416,584452,584419,6,T
897570,897546,897568,9,T
274625,274628,274620,3,F
179425,179416,179422,2,T
